language,repo,path,func_name,original_code,original_comment,code_token_length
javascript,krishcdbry/npm-text-parser,index.js,parseAll,"function parseAll (text) {

	var urls = url_regex; // Url regex
	var emails = email_regex; // Email regex
	var hashTags = hashtag_regex; // Hashtags regex

	text = text ? String(text).replace(/<[^>]+>/gm, '') : ''; // Remove all the html tags

	if (text.match(urls)) {
		text = text.replace(urls, ""<a href=\""$1\"" target=\""_blank\"">$1</a>"");
	}

	if (text.match(emails)) {
		text = text.replace(emails, ""<a href=\""mailto:$1\"">$1</a>"");
	}

	if (text.match(hashTags)) {
		text = text.replace(hashTags, ""<a href=\""javascript:;\"" target=\""_blank\"">$1</a>"");
	}

	return text.replace(/\n\r?/g, '<br />');

}","@name parseAll
@typicalname parseAll
@param {string} text  - Input text
@return {string} parsed string

@usage
var textParser = require('npm-text-parser')
var inputString = 'This is awesome it parses the url's , email's and hash tag's dude http://krishcdbry@gmail.com and email krishcdbry@gmail.com also #krishcdbry done !'

textParser.parseAll(inputString)
// This is awesome it parses the url's , email's and hash tag's dude <a href=""http://krishcdbry@gmail.com"" target=""_blank"">http://krishcdbry@gmail.com</a>
// and email <a href=""mailto:krishcdbry@gmail.com"">krishcdbry@gmail.com</a> also <a href=""javascript:;"">#krishcdbry</a> done !",126
javascript,leaflet-extras/leaflet-providers,preview/vendor/leaflet.draw-src.js,,"function (extraPoints) {
		var points = this._originalPoints,
			len = points ? points.length : 0;
		// Increment length by extraPoints if present
		len += extraPoints || 0;

		return !this._originalPoints || len <= 3;
	}",Polylines with 2 sides can only intersect in cases where points are collinear (we don't support detecting these). Cannot have intersection when < 3 line segments (< 4 points),40
javascript,mysticatea/appcache-manifest,bin/appcache-manifest.js,done,"function done(err) {
            if (err != null) {
                process.exitCode = 1
                console.error(`  ERROR: ${err.message}`)
            }
            if (options.verbose && err == null) {
                console.log(""  Done."")
            }

            next()

            if (callback != null) {
                callback(err)
            }
        }",eslint-disable-next-line require-jsdoc,65
javascript,eclipse/orion.client,bundles/org.eclipse.orion.client.ui/web/plugins/site/siteServiceImpl.js,xhrJson,"function xhrJson(method, url, options) {
		if (options && typeof options.data !== 'undefined') {
			options.data = JSON.stringify(options.data);
		}
		return xhr.apply(null, Array.prototype.slice.call(arguments)).then(function(result) {
			return JSON.parse(result.response || null);
		});
	}","Invoke the xhr API passing JSON data and returning the response as JSON.
@returns {Deferred} A deferred that resolves to a JS object, or null if the server returned
an empty response.",78
javascript,KingSora/OverlayScrollbars,js/OverlayScrollbars.js,bodyMinSizeChanged,"function bodyMinSizeChanged() {
                    var bodyMinSize = {};
                    if (_isBody && _contentArrangeElement) {
                        bodyMinSize.w = parseToZeroOrNumber(_contentArrangeElement.css(_strMinMinus + _strWidth));
                        bodyMinSize.h = parseToZeroOrNumber(_contentArrangeElement.css(_strMinMinus + _strHeight));
                        bodyMinSize.c = checkCacheDouble(bodyMinSize, _bodyMinSizeCache);
                        bodyMinSize.f = true; //flag for ""measured at least once""
                    }
                    _bodyMinSizeCache = bodyMinSize;
                    return bodyMinSize.c || false;
                }","==== Update Detection ====// 
Measures the min width and min height of the body element and refreshes the related cache.
@returns {boolean} True if the min width or min height has changed, false otherwise.",81
javascript,splunk/splunk-sdk-javascript,client/splunk.js,Scheme,"function Scheme(title) {
        this.title = utils.isUndefined(title) ? """" : title;

        // Set the defaults.
        this.description = null;
        this.useExternalValidation = true;
        this.useSingleInstance = false;
        this.streamingMode = Scheme.streamingModeXML;

        // List of Argument objects, each to be represented by an <arg> tag.
        this.args = [];
    }","Class representing the metadata for a modular input kind.

A `Scheme` specifies a title, description, several options of how Splunk
should run modular inputs of this kind, and a set of arguments that define
a particular modular input's properties.
The primary use of `Scheme` is to abstract away the construction of XML
to feed to Splunk.

@example

var s =  new Scheme();

var myFullScheme = new Scheme(""fullScheme"");
myFullScheme.description = ""This is how you set the other properties"";
myFullScheme.useExternalValidation = true;
myFullScheme.useSingleInstance = false;
myFullScheme.streamingMode = Scheme.streamingModeSimple;

@param {String} The identifier for this Scheme in Splunk.
@class splunkjs.ModularInputs.Scheme",57
javascript,angular-slider/ng5-slider,scripts/generate-demo-app-snippets.js,highlight,"function highlight(code, lang) {
  return prism.highlight(code.trim(), prism.languages[lang]);
}",Generate highlighted source code using prism,28
javascript,zhanziyang/vue-croppa,docs/static/kute-page_files/app.e653d17f57bebeb097ee.js,hotReloadAPI,"function hotReloadAPI(_app) {
  if (false) return;

  var $components = [];
  var $nuxt = _app.$nuxt;

  while ($nuxt && $nuxt.$children && $nuxt.$children.length) {
    $nuxt.$children.forEach(function (child, i) {
      if (child.$vnode.data.nuxtChild) {
        var hasAlready = false;
        $components.forEach(function (component) {
          if (component.$options.__file === child.$options.__file) {
            hasAlready = true;
          }
        });
        if (!hasAlready) {
          $components.push(child);
        }
      }
      $nuxt = child;
    });
  }

  $components.forEach(addHotReload.bind(_app));
}",Special hot reload with asyncData(context),137
javascript,ColorlibHQ/AdminLTE,plugins/bootstrap-slider/bootstrap-slider.js,addOptionMethod,"function addOptionMethod( PluginClass ) {
				// don't overwrite original option method
				if ( PluginClass.prototype.option ) {
					return;
				}

			  // option setter
			  PluginClass.prototype.option = function( opts ) {
			    // bail out if not an object
			    if ( !$.isPlainObject( opts ) ){
			      return;
			    }
			    this.options = $.extend( true, this.options, opts );
			  };
			}","-------------------------- addOptionMethod -------------------------- // 
adds option method -> $().plugin('option', {...})
@param {Function} PluginClass - constructor class",66
javascript,copress/copress-component-oauth2,lib/grant/code.js,response,"function response(txn, res, next) {
        if (!txn.redirectURI) {
            return next(new Error('Unable to issue redirect for OAuth 2.0 transaction'));
        }
        if (!txn.res.allow) {
            var parsed = url.parse(txn.redirectURI, true);
            delete parsed.search;
            parsed.query.error = 'access_denied';
            if (txn.req && txn.req.state) {
                parsed.query.state = txn.req.state;
            }

            var location = url.format(parsed);
            return res.redirect(location);
        }

        function issued(err, code) {
            if (err) {
                return next(err);
            }
            if (!code) {
                return next(new AuthorizationError('Request denied by authorization server', 'access_denied'));
            }

            var parsed = url.parse(txn.redirectURI, true);
            delete parsed.search;
            parsed.query.code = code;
            if (txn.req && txn.req.state) {
                parsed.query.state = txn.req.state;
            }

            var location = url.format(parsed);
            return res.redirect(location);
        }

        // NOTE: The `redirect_uri`, if present in the client's authorization
        //       request, must also be present in the subsequent request to exchange
        //       the authorization code for an access token.  Acting as a verifier,
        //       the two values must be equal and serve to protect against certain
        //       types of attacks.  More information can be found here:
        //
        //       http://hueniverse.com/2011/06/oauth-2-0-redirection-uri-validation/

        try {
            // console.log(issue.toString());
            var arity = issue.length;
            if (arity === 6) {
                issue(txn.client, txn.req.redirectURI, txn.user, txn.req.scope, txn.res, issued);
            } else { // arity == 5
                issue(txn.client, txn.req.redirectURI, txn.user, txn.req.scope, issued);
            }
        } catch (ex) {
            return next(ex);
        }
    }","/* Sends responses to transactions that request `code` as `response_type`.

@param {Object} txn
@param {http.ServerResponse} res
@param {Function} next
@api public",319
javascript,julesfern/spahql,doc-html/js/spahql.js,,"function() {
    var collection = [];
    var scope = this;
    this.each(function() {
      var p = scope.parent(this[0]);
      if(p && p[0]) collection.push(p[0]);
    });
    return new SpahQL(collection);
  }","SpahQL#parents() -> SpahQL

Retrieves the parent object for the first item in this resultset.",66
javascript,alenaksu/mdPickers,src/components/mdpTimePicker/mdpTimePicker.js,TimePickerCtrl,"function TimePickerCtrl($scope, $mdDialog, time, autoSwitch, $mdMedia) {
	var self = this;
    this.VIEW_HOURS = 1;
    this.VIEW_MINUTES = 2;
    this.currentView = this.VIEW_HOURS;
    this.time = moment(time);
    this.autoSwitch = !!autoSwitch;
    
    this.clockHours = parseInt(this.time.format(""h""));
    this.clockMinutes = parseInt(this.time.minutes());
    
	$scope.$mdMedia = $mdMedia;
	
	this.switchView = function() {
	    self.currentView = self.currentView == self.VIEW_HOURS ? self.VIEW_MINUTES : self.VIEW_HOURS;
	};
    
	this.setAM = function() {
        if(self.time.hours() >= 12)
            self.time.hour(self.time.hour() - 12);
	};
    
    this.setPM = function() {
        if(self.time.hours() < 12)
            self.time.hour(self.time.hour() + 12);
	};
    
    this.cancel = function() {
        $mdDialog.cancel();
    };

    this.confirm = function() {
        $mdDialog.hide(this.time.toDate());
    };
}","/* global moment, angular",241
javascript,firmata/firmata-builder,lib/builder.js,,"function() {
    var len = this.selectedFeatures.length;

    clearEnabledFeatures();
    for (var i = 0; i < len; i++) {
      setEnabledFeatures(this.selectedFeatures[i]);
      var feature = this.allFeatures[this.selectedFeatures[i]];

      if (feature.reporting) {
        this.featuresWithReporting.push(feature);
      }
      if (feature.update) {
        this.featuresWithUpdate.push(feature);
      }
    }

    if (this.featuresWithReporting.length > 0) {
      this.reportingEnabled = true;
    }

    if (this.featuresWithUpdate.length > 0) {
      this.updateEnabled = true;
    }
  }","Determine which features use reporting and which are updated on each iteration
of the main loop.
@private",129
javascript,redisjs/jsr-store,lib/command/string.js,getbit,"function getbit(key, bitoffset, req) {
  var buf = this.getValueBuffer(key, req)
    , byte = bitoffset >> 3
    , bit = 7 - (bitoffset & 0x7)
    , bitval = 0;
  if(buf === undefined) return 0;
  if(byte < buf.length) {
    bitval = buf[byte] & (1 << bit);
  }
  return bitval ? 1 : 0;
}",Returns the bit value at offset in the string value stored at key.,82
javascript,cesarvr/pdf-generator,www/pdf.js,opts,"function opts(options){

  options.documentSize = options.documentSize || ""A4"";
  options.landscape  = options.landscape || ""portrait"";
  options.orientation  = options.orientation || ""portrait"";
  options.type = options.type || ""base64"";
  options.fileName  = options.fileName || ""default.pdf"";
  options.baseUrl = options.baseUrl || null;

  return options;
}","/*global cordova, module",70
javascript,mapbox/osm-compare,comparators/large_building.js,largeBuilding,"function largeBuilding(newVersion, oldVersion) {
  if (newVersion.deleted || !newVersion.geometry) return false;
  if (!newVersion.properties.hasOwnProperty('building')) return false;
  const area = Math.round(turfArea(newVersion));
  const hasImpossibleAngle = impossibleAngle(newVersion, oldVersion, {
    maxAngle: 50
  });
  if (area > 500000 && hasImpossibleAngle) {
    return {
      'result:large_building': true,
      message: `Building with large area ${area} and impossible angle ${hasImpossibleAngle.angle}`,
      area: area,
      angle: Math.round(hasImpossibleAngle.angle)
    };
  }

  if (area > 2000000) {
    return {
      'result:large_building': true,
      message: `Building with very large area ${area}`,
      area: area
    };
  }
  return false;
}","/*
Buildings with very large areas or large areas and weird angles.
@param {geojson} newVersion
@param {null} oldVersion
@returns {object|false) returns the detected incident or false",142
javascript,citronneur/node-rdpjs,lib/protocol/pdu/sec.js,securityHeader,"function securityHeader() {
	var self = {
		securityFlag : new type.UInt16Le(),
		securityFlagHi : new type.UInt16Le()
	};
	
	return new type.Component(self);
}","Header of security header
@returns {type.Component}",38
javascript,wellcaffeinated/PhysicsJS,examples/physicsjs-full.js,,"function( body ){

            var notify;

            // don't allow duplicates
            if ( this.has( body ) ){
                return this;
            }

            body.setWorld( this );
            this._bodies.push( body );

            this.emit( 'add:body', {
                body: body
            });

            return this;
        }","chainable
Physics.world#addBody( body ) -> this
- body (Body): The behavior to add

Add a body to the world",56
javascript,sean-perkins/ngx-select,examples/webpack/dist/app.e100c23eefa4ef71b346.js,UrlTree,"function UrlTree(root, queryParams, fragment) {
        this.root = root;
        this.queryParams = queryParams;
        this.fragment = fragment;
    }","\@internal
@param {?} root
@param {?} queryParams
@param {?} fragment",29
javascript,kgryte/load-test,lib/worker/start.js,start,"function start( next ) {
	/* jshint validthis:true */
	cnt += 1;

	this.rid = process.pid + ':' + cnt;

	this.start = null;
	this.end = null;
	this.timer = null;

	this.req = {
		'opts': this._opts,
		'body': this._body
	};
	this.res = {
		'status': null,
		'headers': null,
		'body': null,
		'bytes': 0
	};

	next();
}","START // 
FUNCTION: start( clbk )
Performs start tasks.

@private
@param {Function} clbk - callback to invoke after completing start tasks",86
javascript,broofa/node-int64,Int64.js,,"function(rawBuffer) {
    if (rawBuffer && this.offset === 0) return this.buffer;

    var out = new Buffer(8);
    this.buffer.copy(out, 0, this.offset, this.offset + 8);
    return out;
  }","Returns the int64's 8 bytes in a buffer.

@param {bool} [rawBuffer=false]  If no offset and this is true, return the internal buffer.  Should only be used if
you're discarding the Int64 afterwards, as it breaks encapsulation.",54
javascript,eclipse/orion.client,bundles/org.eclipse.orion.client.javascript/web/eslint/lib/load-rules-async.js,,"function(node) {
						var returnInfo = functions[functions.length - 1];
						var returnTypeDefined = ""type"" in returnInfo;
			
						if (returnTypeDefined) {
							var typeOfReturnStatement = getValue(node);
							var storeType = returnInfo.type;
							if (storeType !== typeOfReturnStatement) {
								// ""null"" and ""object"", ""string"" or String"" are compatible
								switch(storeType) {
									case ""null"" :
										if (typeOfReturnStatement !== ""object"" && typeOfReturnStatement !== ""String"" && typeOfReturnStatement !== ""string"") {
											context.report(node, ProblemMessages['inconsistent-return'], {type1: storeType, type2: typeOfReturnStatement});
										}
										break;
									case ""String"" :
									case ""string"" :
										if (typeOfReturnStatement !== ""null"") {
											context.report(node, ProblemMessages['inconsistent-return'], {type1: storeType, type2: typeOfReturnStatement});
										}
										break;
									case ""object"" :
										if (typeOfReturnStatement !== ""null"") {
											context.report(node, ProblemMessages['inconsistent-return'], {type1: storeType, type2: typeOfReturnStatement});
										}
										break;
									default:
										context.report(node, ProblemMessages['inconsistent-return'], {type1: storeType, type2: typeOfReturnStatement});
								}
							}
						} else {
							returnInfo.type = getValue(node);
						}
					}",/* @callback,213
javascript,SC5/sc5-styleguide,lib/modules/kss-parser.js,jsonSections,"function jsonSections(sections, block) {

  return sections.map(function(section) {
    // Temporary inserting of partial
    var partial = section;
    if (partial.markup() && partial.markup().toString().match(/^[^\n]+\.(html|hbs|pug)$/)) {
      partial.file = partial.markup().toString();
      partial.name = path.basename(partial.file, path.extname(partial.file));
      partial.file = path.dirname(block.filePath) + '/' + partial.file;
      partial.markupText = fs.readFileSync(partial.file, 'utf8');
      section.markup = function() {
        return partial.markupText;
      };
    }

    return {
      header: generateDescription(section.header(), {noWrapper: true}),
      description: generateDescription(section.description()),
      modifiers: jsonModifiers(section.modifiers()),
      deprecated: section.deprecated(),
      experimental: section.experimental(),
      reference: section.reference(),
      markup: section.markup() ? section.markup().toString() : null
    };
  });
}",Parses kss.KssSection to JSON,226
javascript,NathanaelA/nativescript-permissions,src/permissions.android.js,getContext,"function getContext() {
	if (application.android.context) {
		return (application.android.context);
	}
	if (typeof application.getNativeApplication === 'function') {
		let ctx = application.getNativeApplication();
		if (ctx) {
			return ctx;
		}
	}


	//noinspection JSUnresolvedFunction,JSUnresolvedVariable
	let ctx = java.lang.Class.forName(""android.app.AppGlobals"").getMethod(""getInitialApplication"", null).invoke(null, null);
	if (ctx) return ctx;

	//noinspection JSUnresolvedFunction,JSUnresolvedVariable
	ctx = java.lang.Class.forName(""android.app.ActivityThread"").getMethod(""currentApplication"", null).invoke(null, null);
	if (ctx) return ctx;

	return ctx;
}","gets the current application context
@returns {*}
@private",128
javascript,WorldMobileCoin/wmcc-core,src/http/rpcbase.js,RPCBase,"function RPCBase() {
  if (!(this instanceof RPCBase))
    return new RPCBase();

  EventEmitter.call(this);

  this.logger = Logger.global;
  this.calls = Object.create(null);
  this.mounts = [];
  this.locker = new Lock();
}","JSON RPC
@alias module:http.RPCBase
@constructor",63
javascript,evanmoran/oj,versions/0.2.2/oj.js,,"function(rx, listOJML){

        if (listOJML == null){
          listOJML = rx
          rx = -1
        }
        rx = this._bound(rx, this.rowCount + 1, "".addRow: rx"")
        _a(oj.isArray(listOJML), 'addRow', 'expected array for row content')

        this._addRowTR(rx, function(){
          oj.tr(function(){
            listOJML.forEach(function(cell){
              oj.td(cell)
            })
          })
        })
      }",addRow: Add row to index rx,91
javascript,jossmac/react-images,examples/dist/common.js,,"function (debugID, element) {
    if (true && element != null && typeof element.type === 'string') {
      validateProperties$1(element.type, element.props, debugID);
    }
  }",Stack,38
javascript,davidwood/cachetree-redis,lib/store.js,RedisStore,"function RedisStore(options) {
  if (!(this instanceof RedisStore)) {
    return new RedisStore(options);
  }
  var self = this,
      type,
      autoCast,
      delimiter = ':',
      client,
      pw,
      db;
  if (!options) {
    options = {};
  }
  // Set the delimiter property
  type = typeof options.delimiter;
  if ((type === 'string' && options.delimiter) || type === 'number') {
    delimiter = options.delimiter;
  }
  Object.defineProperty(this, 'delimiter', {
    value: delimiter,
    writable: false
  });
  // Set the automatic cast property
  autoCast = options.autoCast !== false;
  Object.defineProperty(this, 'autoCast', {
    value: autoCast,
    writable: false
  });
  // Create the Redis connection
  if (options.client) {
    client = options.client;
  } else {
    client = redis.createClient(options.port, options.host, options.options);
    pw = options.pw || options.pass || options.password;
    db = options.db || options.database;
    if (typeof db !== 'number') {
      if (typeof db === 'string') {
        db = parseInt(db, 10);
      }
    }
    if (db && typeof db !== 'number') {
      db = parseInt(db, 10);
    }
    if (!(typeof db === 'number' && !isNaN(db))) {
      db = null;
    }
    if (pw) {
      client.auth(pw, function() {
        if (typeof db === 'number' && !isNaN(db)) {
          client.select(db);
        }
      });
    } else if (typeof db === 'number' && !isNaN(db)) {
      client.select(db);
    }
  }
  Object.defineProperty(this, 'client', {
    value: client,
    writable: false
  });
  EventEmitter.call(this);
  ['ready', 'connect', 'end'].forEach(function(name) {
    client.on(name, function() {
      self.emit(name);
    });
  });
  client.on('error', function(error) {
    self.emit('error', error);
  });
}","Constructor

@param {Object}  options Optional options object",416
javascript,iolo/node-toybox,utils.js,toNumber,"function toNumber(str, fallback) {
    if (typeof str === 'number') {
        return str;
    }
    if (REGEXP_NUMBER.test(str)) {
        return Number(str);
    }
    return fallback;
}","convert string to strict number(float).

@param {string|number} str
@param {number} [fallback]
@returns {number}",41
javascript,rkamradt/meta-app-mongo,index.js,,"function(key, done) {
      if(!this._key) {
        done('no key found for metadata');
        return;
      }
      var self = this;
      this._getCollection(function(err) {
        if(err) {
          done(err);
        }
        var kobj = {};
        kobj[self._key.getName()] = key;
        self._collection.find(kobj).toArray(function(err, docs) {
          var ret;
          if(!err && docs.length !== 0) {
            ret = docs[0];
          }
          self._collection.remove(kobj, function(err, result) {
            self._db.close();
            done(err, ret);
          });
        });
      });
    }","Remove an item by key
@param  {String}   key  The key value
@param  {Function} done The callback when done",148
javascript,sealice/koa2-ueditor,example/public/ueditor/dialogs/searchreplace/searchreplace.js,clickHandler,"function clickHandler( tabHeads,tabBodys,obj ) {
    //head样式更改
    for ( var k = 0, len = tabHeads.length; k < len; k++ ) {
        tabHeads[k].className = """";
    }
    obj.className = ""focus"";
    //body显隐
    var tabSrc = obj.getAttribute( ""tabSrc"" );
    for ( var j = 0, length = tabBodys.length; j < length; j++ ) {
        var body = tabBodys[j],
            id = body.getAttribute( ""id"" );
        if ( id != tabSrc ) {
            body.style.zIndex = 1;
        } else {
            body.style.zIndex = 200;
        }
    }

}","给tab注册切换事件 
tab点击处理事件
@param tabHeads
@param tabBodys
@param obj",126
javascript,TonyGermaneri/canvas-datagrid,lib/events.js,checkScrollBoxVisibility,"function checkScrollBoxVisibility() {
                self.scrollBox.horizontalBarVisible = (self.style.width !== 'auto' && dataWidth > self.scrollBox.width && self.style.overflowX !== 'hidden')
                    || self.style.overflowX === 'scroll';
                self.scrollBox.horizontalBoxVisible = dataWidth > self.scrollBox.width;
                self.scrollBox.verticalBarVisible = (self.style.height !== 'auto' && dataHeight > self.scrollBox.height && self.style.overflowY !== 'hidden')
                    || self.style.overflowY === 'scroll';
                self.scrollBox.verticalBoxVisible = dataHeight > self.scrollBox.height;
            }",sets actual DOM canvas element,114
javascript,mozilla-jetpack/jpm,lib/init-input.js,splitObject,"function splitObject(input) {
  return input.split("","").reduce(function(obj, value) {
    obj[value.trim()] = "">="" + MIN_VERSION;
    return obj;
  }, {});
}","Takes a comma-separated string and returns an object with each
value in the string a property of the object with a '*' value

@param {String} input
@return {Object}",46
javascript,melvincarvalho/rdf-shell,lib/ws.js,ws,"function ws(argv, callback) {
  if (!argv[2]) {
    console.error(""url is required"");
    console.error(""Usage : ws <url>"");
    process.exit(-1);
  }
  var uri = argv[2];
  var updatesVia = 'wss://' + uri.split('/')[2] + '/';

  var s;

  var connect = function(){
    s = new wss(updatesVia, {
      origin: 'http://websocket.org'
    });

    s.on('error', function() {
      callback('socket error');
      setTimeout(connect, RECONNECT);
    });

    s.on('open', function open() {
      var sub = 'sub ' + uri;
      callback(null, sub);
      s.send(sub);

      // periodically ping server
      setInterval(function() {
        var message = 'ping';
        debug(null, message);
        s.send(message);
      }, INTERVAL);
    });

  };
  connect();

  s.on('message', function message(data, flags) {
    callback(null, data);
  });

}","ws runs a websocket against a URI

@param {String} argv[2] url
@callback {bin~cb} callback",211
javascript,linuxenko/cakejs2,lib/container.js,,"function(name, obj, after) {
  if (typeof after === 'string' && !inject(after)()) {
    caramel.once('register:' + after, function() {
      register(name, obj);
    });
    return;
  }

  var path = name.split('.');
  var ref = container;

  for (var i = 0; i < path.length - 1; i++) {
    if (!ref[path[i]]) {
      ref = ref[path[i]] = {};
    } else {
      ref = ref[path[i]];
    }
  }

  if (!ref[path[path.length - 1]]) {
    ref[path[path.length - 1]] = { cream : obj };
  } else {
    ref[path[path.length - 1]].cream = obj;
  }

  createCream(name, obj);
  caramel.emit('register:' + name);
}","DI register method

@name register
@function
@access public
@param {String} name namespace register object into
@param {Cream} obj
@param {String} after namespace register object after",195
javascript,kogarashisan/LiquidLava,lib/packages/parsers.js,,"function(path_segments) {

		if (Lava.schema.VALIDATE_OBJECT_PATHS) {

			if (!(path_segments[0] in Lava.parsers.Common.LITERALS) && this.valid_globals.indexOf(path_segments[0]) == -1) {
				Lava.t(""ObjectParser: invalid external path. Text: "" + path_segments.join('.'));
			}

		}

	}","Keep in mind: configs must be serializable
@param {Array} path_segments",65
javascript,redisjs/jsr-conf,lib/validator.js,requirepass,"function requirepass(val) {
  if(val && val.length > AUTHPASS_MAX_LEN) {
    throw new Error(
      util.format('Password is longer than %s', AUTHPASS_MAX_LEN));
  }
}",Validate a requirepass value.,33
javascript,aaaristo/grunt-html-builder,tasks/jsonld/js/jsonld.js,_labelBlankNodes,"function _labelBlankNodes(namer, element) {
  if(_isArray(element)) {
    for(var i = 0; i < element.length; ++i) {
      element[i] = _labelBlankNodes(namer, element[i]);
    }
  }
  else if(_isList(element)) {
    element['@list'] = _labelBlankNodes(namer, element['@list']);
  }
  else if(_isObject(element)) {
    // rename blank node
    if(_isBlankNode(element)) {
      element['@id'] = namer.getName(element['@id']);
    }

    // recursively apply to all keys
    var keys = Object.keys(element).sort();
    for(var ki = 0; ki < keys.length; ++ki) {
      var key = keys[ki];
      if(key !== '@id') {
        element[key] = _labelBlankNodes(namer, element[key]);
      }
    }
  }

  return element;
}","Labels the blank nodes in the given value using the given UniqueNamer.

@param namer the UniqueNamer to use.
@param element the element with blank nodes to rename.

@return the element.",178
javascript,danmasta/env,index.js,get,"function get(key) {

    let val = process.env[key];

    return val in types ? types[val] : util.isNumeric(val) ? parseFloat(val) : val;

}","get env variable, converts to native type",41
javascript,ciaranj/connect-auth,spec/lib/jspec.js,,"function(actual, expected, negate, name) {
      return 'expected ' + puts(actual) + ' to ' + 
               (negate ? 'not ' : '') + 
                  name.replace(/_/g, ' ') +
                    ' ' + (expected.length > 1 ?
                      puts.apply(this, expected.slice(1)) :
                        '')
    }","Default matcher message callback.

@api private",67
javascript,danieldram/bootstrap4-plus-jquery,dist/js/umd/button.js,toggle,"function toggle() {
          var triggerChangeEvent = true;
          var rootElement = $(this._element).closest(Selector.DATA_TOGGLE)[0];

          if (rootElement) {
            var input = $(this._element).find(Selector.INPUT)[0];

            if (input) {
              if (input.type === 'radio') {
                if (input.checked && $(this._element).hasClass(ClassName.ACTIVE)) {
                  triggerChangeEvent = false;
                } else {
                  var activeElement = $(rootElement).find(Selector.ACTIVE)[0];

                  if (activeElement) {
                    $(activeElement).removeClass(ClassName.ACTIVE);
                  }
                }
              }

              if (triggerChangeEvent) {
                input.checked = !$(this._element).hasClass(ClassName.ACTIVE);
                $(this._element).trigger('change');
              }
            }
          } else {
            this._element.setAttribute('aria-pressed', !$(this._element).hasClass(ClassName.ACTIVE));
          }

          if (triggerChangeEvent) {
            $(this._element).toggleClass(ClassName.ACTIVE);
          }
        }",public,222
javascript,sdelements/lets-chat,media/js/vendor/selectize/selectize.js,,"function($option, scroll, animate) {
			var height_menu, height_item, y;
			var scroll_top, scroll_bottom;
			var self = this;
	
			if (self.$activeOption) self.$activeOption.removeClass('active');
			self.$activeOption = null;
	
			$option = $($option);
			if (!$option.length) return;
	
			self.$activeOption = $option.addClass('active');
	
			if (scroll || !isset(scroll)) {
	
				height_menu   = self.$dropdown_content.height();
				height_item   = self.$activeOption.outerHeight(true);
				scroll        = self.$dropdown_content.scrollTop() || 0;
				y             = self.$activeOption.offset().top - self.$dropdown_content.offset().top + scroll;
				scroll_top    = y;
				scroll_bottom = y - height_menu + height_item;
	
				if (y + height_item > height_menu + scroll) {
					self.$dropdown_content.stop().animate({scrollTop: scroll_bottom}, animate ? self.settings.scrollDuration : 0);
				} else if (y < scroll) {
					self.$dropdown_content.stop().animate({scrollTop: scroll_top}, animate ? self.settings.scrollDuration : 0);
				}
	
			}
		}","Sets the selected item in the dropdown menu
of available options.

@param {object} $object
@param {boolean} scroll
@param {boolean} animate",231
javascript,instructure/pdf-annotate.js,shared/pdf_viewer.js,binarySearchFirstItem,"function binarySearchFirstItem(items, condition) {
  var minIndex = 0;
  var maxIndex = items.length - 1;

  if (items.length === 0 || !condition(items[maxIndex])) {
    return items.length;
  }
  if (condition(items[minIndex])) {
    return minIndex;
  }

  while (minIndex < maxIndex) {
    var currentIndex = (minIndex + maxIndex) >> 1;
    var currentItem = items[currentIndex];
    if (condition(currentItem)) {
      maxIndex = currentIndex;
    } else {
      minIndex = currentIndex + 1;
    }
  }
  return minIndex; /* === maxIndex */
}","Use binary search to find the index of the first item in a given array which
passes a given condition. The items are expected to be sorted in the sense
that if the condition is true for one item in the array, then it is also true
for all following items.

@returns {Number} Index of the first array element to pass the test,
or |items.length| if no such element exists.",115
javascript,waltheri/tesuji,src/attributes/ElementAttributeBinding.js,,"function() {
		if(this.read) {
			// 1. parse value
			this.computed_observable = new Observer(this.createFunction(""return (""+this.value+"");"", [""m"", ""p""], [this.context.model, this.context.parent], this.context.domElement), {
				/* for debugging only */
				domElement: this.context.domElement, 
				attribute: this.name, 
				value: this.value
			});

			// 2. add subscribers
			this.read_binded = this.read.bind(this);
			this.computed_observable.subscribe(this.read_binded);
			
			// 3. initial element update
			this.read(this.computed_observable.currentValue);
		}
		if(this.event) {
			this.event(this.createEventFunction());
		}
		/*if(registeredAttributes[i].event) {
			// It is a data handler's job
			this.event(name, eventFunctionFactory(value, context), context);
		}*/
	}",apply the binding,141
javascript,adriancmiranda/Proto,dist/Proto.cjs.js,mod,"function mod(n, a, b) {
	n = intOf(n);
	a = intOf(a);
	b = intOf(b);
	var rem;
	if (a < 0 || b < 0) {
		var places = (b - a);
		rem = (n - a) % (places + 1);
		rem = rem < 0 ? (rem + (places + 1)) : rem === 0 ? 0 : rem;
		return rem - (places - b);
	}
	if (n === b) { return n; }
	if (n === b + 1) { return a; }
	if (n === a - 1) { return b; }
	rem = n % (b || 1);
	rem = rem < a ? (rem + b) : rem === 0 ? 0 : rem;
	return rem;
}","/* eslint-disable no-nested-ternary 

@function
@memberof utility
@param {Number} n - index
@param {Number} a - divident
@param {Number} b - divisor
@returns {Number}",173
